Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
01/01/2024;Texas;SI;Fixe;Logicom Nova 350;0,11;55;6,05;10
01/08/2021;South;Carolina;Fixe;Siemens Gigaset a400;0,1;50;5;10
01/07/2024;Delaware;Direction;Fixe;Siemens Gigaset a400;0,09;5;0,45;4
01/04/2021;Nouveau-Brunswick;Marketing;Fixe;Logicom Nova 350;0,12;5;0,6;10
01/03/2021;Nouvelle-Aquitaine;R&D;Fixe;Logicom Nova 350;0,11;40;4,4;2
01/01/2021;Maine;Achats;VoIP;Cisco SPA 303;0,1;55;5,5;8
01/07/2021;Bourgogne-Franche-Comté;R&D;Mobile;Samsung Galaxy;0,09;65;5,85;8
01/03/2024;Ohio;Ventes;Mobile;Samsung Galaxy;0,09;40;3,6;4
01/09/2021;North;Dakota;Fixe;Alcatel Versatis;0,12;60;7,2;8
01/04/2023;Hauts-De-France;Finance;Fixe;Logicom Nova 350;0,1;50;5;2
01/12/2021;Occitanie;R&D;VoIP;Thomson st3030;0,1;55;5,5;3
01/07/2021;Normandie;Production;VoIP;Thomson st2030;0,11;20;2,2;3
01/06/2024;Massachusetts;RH;Fixe;Logicom Nova 350;0,1;35;3,5;9
01/04/2021;Irlande;du;Mobile;Samsung Galaxy;0,11;70;7,7;10
01/04/2022;Hawaii;Ventes;Mobile;Samsung Galaxy;0,1;25;2,5;3
01/05/2022;New;York;Mobile;Samsung Galaxy;0,11;70;7,7;6
01/12/2024;West;Virginia;Mobile;LG G4;0,1;15;1,5;5
01/07/2022;Nouvelle-Aquitaine;Finance;Fixe;Siemens Gigaset a400;0,11;50;5,5;6
01/09/2022;Maryland;Production;VoIP;Cisco SPA 303;0,1;20;2;9
01/08/2022;Wyoming;Finance;VoIP;Cisco SPA 303;0,11;30;3,3;5
01/02/2023;Missouri;Finance;Mobile;Apple iPhone;0,12;25;3;3
01/02/2021;Normandie;SI;VoIP;Thomson st2030;0,1;20;2;4
01/05/2023;Pays;de;Mobile;Samsung Galaxy;0,11;45;4,95;8
01/02/2021;Auvergne-Rhône-Alpes;R&D;Fixe;Logicom Nova 350;0,11;25;2,75;9
01/10/2023;Nunavut;SI;Fixe;Logicom Nova 350;0,09;60;5,4;7
01/10/2023;Ontario;Achats;Fixe;Alcatel Versatis;0,1;30;3;3
01/01/2021;Kentucky;R&D;VoIP;Thomson st3030;0,12;40;4,8;10
01/08/2024;Louisiana;Finance;Fixe;Logicom Nova 350;0,09;30;2,7;7
01/11/2021;Nebraska;Finance;VoIP;Thomson st2030;0,09;30;2,7;4
01/08/2021;Nebraska;SI;Mobile;Apple iPhone;0,1;25;2,5;3
01/06/2022;Terre-Neuve-et-Labrador;Production;Mobile;Apple iPhone;0,11;15;1,65;9
01/04/2023;Kansas;Finance;Fixe;Alcatel Versatis;0,11;75;8,25;7
01/05/2024;Mississippi;Marketing;Mobile;Apple iPhone;0,11;10;1,1;2
01/12/2023;Vermont;Juridique;Fixe;Logicom Nova 350;0,09;20;1,8;6
01/07/2021;Maine;Production;Fixe;Logicom Nova 350;0,09;45;4,05;7
01/05/2021;New;Mexico;Mobile;Apple iPhone;0,09;10;0,9;8
01/05/2023;Indiana;RH;Mobile;Apple iPhone;0,12;20;2,4;6
01/03/2024;Texas;Juridique;Mobile;LG G4;0,11;30;3,3;6
01/07/2022;Nouvelle-Aquitaine;RH;Fixe;Siemens Gigaset a400;0,1;75;7,5;4
01/09/2021;Rhode;Island;VoIP;Thomson st2030;0,09;35;3,15;4
01/08/2023;Écosse;Direction;Mobile;Samsung Galaxy;0,09;70;6,3;5
01/04/2024;Florida;RH;Mobile;Apple iPhone;0,11;70;7,7;7
01/01/2022;Minnesota;RH;Fixe;Logicom Nova 350;0,11;30;3,3;10
01/09/2022;Nouvelle-Aquitaine;Ventes;VoIP;Thomson st2030;0,11;75;8,25;4
01/04/2021;Nouveau-Brunswick;Production;VoIP;Thomson st3030;0,11;75;8,25;7
01/11/2022;South;Dakota;VoIP;Cisco SPA 303;0,12;50;6;2
01/05/2022;Alabama;Ventes;VoIP;Thomson st2030;0,1;70;7;8
01/05/2024;Irlande;du;Mobile;Samsung Galaxy;0,12;5;0,6;6
01/02/2023;Texas;Juridique;VoIP;Thomson st3030;0,11;40;4,4;7
01/03/2021;Hauts-De-France;R&D;Fixe;Logicom Nova 350;0,12;5;0,6;7
01/10/2021;Auvergne-Rhône-Alpes;Finance;Fixe;Logicom Nova 350;0,12;65;7,8;10
01/08/2021;Manitoba;Ventes;Mobile;Samsung Galaxy;0,11;20;2,2;8
01/07/2022;Missouri;Marketing;VoIP;Thomson st3030;0,11;30;3,3;9
01/04/2024;Florida;Juridique;Mobile;Samsung Galaxy;0,1;45;4,5;5
01/04/2021;Colorado;Direction;Mobile;LG G4;0,12;60;7,2;9
01/08/2024;Kentucky;R&D;VoIP;Thomson st3030;0,11;55;6,05;5
01/01/2021;Louisiana;Marketing;Fixe;Siemens Gigaset a400;0,09;75;6,75;8
01/10/2021;Oregon;Marketing;Mobile;LG G4;0,11;70;7,7;7
01/10/2021;Rhode;Island;Mobile;LG G4;0,09;5;0,45;4
01/01/2023;North;Dakota;Mobile;LG G4;0,09;25;2,25;6
01/06/2023;Normandie;Marketing;Fixe;Logicom Nova 350;0,12;30;3,6;2
01/08/2021;Vermont;SI;VoIP;Cisco SPA 303;0,12;70;8,4;2
01/08/2023;Auvergne-Rhône-Alpes;Direction;VoIP;Cisco SPA 303;0,1;50;5;2
01/06/2021;New;York;Mobile;Samsung Galaxy;0,11;70;7,7;5
01/02/2024;Grand;Est;Mobile;Samsung Galaxy;0,09;55;4,95;6
01/03/2022;Michigan;RH;Mobile;LG G4;0,1;70;7;8
01/07/2024;Massachusetts;Direction;Mobile;Apple iPhone;0,09;50;4,5;8
01/02/2023;North;Carolina;Mobile;LG G4;0,11;5;0,55;6
01/02/2024;Missouri;Direction;Mobile;Apple iPhone;0,09;35;3,15;4
01/01/2023;Iowa;Finance;Mobile;Samsung Galaxy;0,09;60;5,4;3
01/12/2022;Nevada;Finance;Mobile;Apple iPhone;0,11;50;5,5;4
01/05/2022;Oklahoma;Production;VoIP;Thomson st3030;0,1;5;0,5;5
01/03/2024;Alberta;RH;Mobile;Apple iPhone;0,12;65;7,8;2
01/03/2022;Kansas;Production;Fixe;Alcatel Versatis;0,09;40;3,6;10
01/02/2024;Nevada;Marketing;Fixe;Alcatel Versatis;0,09;55;4,95;10
01/04/2022;Illinois;Achats;Mobile;Samsung Galaxy;0,1;55;5,5;4
01/05/2022;Écosse;Production;VoIP;Cisco SPA 303;0,09;60;5,4;7
01/01/2024;Pays;de;VoIP;Thomson st2030;0,09;50;4,5;5
01/10/2024;Ontario;Finance;Mobile;Apple iPhone;0,1;15;1,5;10
01/05/2022;Ontario;RH;Mobile;LG G4;0,12;10;1,2;8
01/09/2024;Irlande;du;Fixe;Siemens Gigaset a400;0,12;65;7,8;9
01/06/2021;Idaho;Ventes;Mobile;Apple iPhone;0,1;60;6;5
01/09/2021;Iowa;SI;VoIP;Thomson st2030;0,1;65;6,5;9
01/04/2021;Île-du-Prince-Édouard;RH;VoIP;Thomson st2030;0,2;90;8,9;14
01/10/2022;Maryland;RH;Fixe;Logicom Nova 350;0,11;45;4,95;6
01/09/2023;Hauts-De-France;Ventes;VoIP;Cisco SPA 303;0,12;70;8,4;8
01/05/2023;Louisiana;Ventes;VoIP;Thomson st3030;0,12;30;3,6;8
01/08/2022;Kentucky;Direction;Mobile;Apple iPhone;0,11;10;1,1;7
01/02/2023;Occitanie;Marketing;Mobile;Samsung Galaxy;0,12;40;4,8;3
01/06/2023;New;York;VoIP;Cisco SPA 303;0,12;45;5,4;7
01/05/2024;Grand;Est;Mobile;Apple iPhone;0,11;25;2,75;7
01/03/2023;Montana;Finance;Fixe;Logicom Nova 350;0,09;75;6,75;6
01/01/2022;Georgia;RH;Fixe;Siemens Gigaset a400;0,1;75;7,5;10
01/03/2023;Oregon;Achats;Fixe;Alcatel Versatis;0,09;30;2,7;5
01/05/2022;Nouvelle-Aquitaine;Ventes;Mobile;Apple iPhone;0,21;95;9,9;12
01/03/2022;Michigan;Finance;Fixe;Alcatel Versatis;0,1;15;1,5;2
01/09/2023;Washington;Ventes;VoIP;Cisco SPA 303;0,11;20;2,2;6
01/11/2024;Irlande;du;Fixe;Logicom Nova 350;0,1;70;7;8
01/08/2022;Nouveau-Brunswick;Juridique;Mobile;Apple iPhone;0,09;60;5,4;10
01/02/2021;Ontario;Direction;Fixe;Logicom Nova 350;0,1;25;2,5;8
01/05/2023;New;York;Mobile;LG G4;0,1;5;0,5;6
01/03/2023;Colombie-Britannique;Ventes;Fixe;Logicom Nova 350;0,12;5;0,6;2
01/02/2024;Normandie;Achats;VoIP;Thomson st3030;0,1;15;1,5;7
01/11/2023;Alaska;Finance;Mobile;Apple iPhone;0,12;15;1,8;4
01/06/2024;Corse;Juridique;VoIP;Thomson st2030;0,09;5;0,45;5
01/03/2024;Grand;Est;VoIP;Cisco SPA 303;0,11;70;7,7;4
01/05/2022;Québec;Ventes;VoIP;Thomson st3030;0,09;70;6,3;9
01/01/2021;Île-du-Prince-Édouard;R&D;Mobile;Apple iPhone;0,09;75;6,75;8
01/11/2024;Texas;Marketing;VoIP;Thomson st3030;0,09;15;1,35;5
01/08/2023;Corse;Juridique;VoIP;Cisco SPA 303;0,11;70;7,7;9
01/05/2023;Terre-Neuve-et-Labrador;Production;Fixe;Logicom Nova 350;0,1;55;5,5;8
01/01/2024;Nevada;Finance;VoIP;Thomson st3030;0,1;25;2,5;10
01/02/2021;Louisiana;SI;Fixe;Siemens Gigaset a400;0,12;70;8,4;10
01/04/2024;Arkansas;R&D;Mobile;Samsung Galaxy;0,12;45;5,4;8
01/04/2024;Normandie;Production;VoIP;Cisco SPA 303;0,11;45;4,95;5
01/10/2023;Delaware;Achats;Mobile;LG G4;0,12;30;3,6;5
01/11/2023;Illinois;Production;Mobile;LG G4;0,09;70;6,3;8
01/06/2023;Mississippi;Production;Mobile;Apple iPhone;0,11;65;7,15;10
01/07/2024;Nevada;Ventes;Mobile;Apple iPhone;0,11;15;1,65;10
01/03/2024;Rhode;Island;Fixe;Alcatel Versatis;0,11;40;4,4;7
01/10/2022;Île-du-Prince-Édouard;SI;Fixe;Siemens Gigaset a400;0,12;55;6,6;3
01/02/2021;Bourgogne-Franche-Comté;Finance;VoIP;Thomson st3030;0,1;25;2,5;4
01/11/2024;Nouvelle-Aquitaine;SI;Fixe;Siemens Gigaset a400;0,09;40;3,6;5
01/01/2022;California;SI;Mobile;Samsung Galaxy;0,1;40;4;5
01/10/2024;Alabama;Juridique;Fixe;Logicom Nova 350;0,11;10;1,1;6
01/04/2023;Washington;Juridique;VoIP;Thomson st3030;0,12;35;4,2;5
01/05/2021;Tennessee;Juridique;Mobile;LG G4;0,1;60;6;2
01/11/2024;Washington;Ventes;Fixe;Siemens Gigaset a400;0,09;5;0,45;10
01/07/2021;Maryland;Finance;Fixe;Alcatel Versatis;0,1;15;1,5;9
01/05/2023;Oklahoma;R&D;Mobile;LG G4;0,1;20;2;5
01/05/2024;Centre-Val;de;Mobile;LG G4;0,09;60;5,4;10
01/02/2021;Yukon;SI;VoIP;Cisco SPA 303;0,11;70;7,7;2
01/06/2023;Alaska;Juridique;Fixe;Alcatel Versatis;0,12;65;7,8;4
01/05/2024;Delaware;RH;Fixe;Alcatel Versatis;0,09;15;1,35;4
01/09/2022;Rhode;Island;Mobile;LG G4;0,1;35;3,5;5
01/08/2024;South;Dakota;VoIP;Cisco SPA 303;0,09;60;5,4;3
01/04/2022;Pennsylvania;SI;Fixe;Logicom Nova 350;0,11;25;2,75;8
01/12/2021;Corse;Direction;Mobile;LG G4;0,09;75;6,75;3
01/12/2021;Yukon;RH;Mobile;Apple iPhone;0,11;5;0,55;6
01/06/2023;Missouri;Achats;Mobile;Apple iPhone;0,09;70;6,3;9
01/07/2023;Centre-Val;de;VoIP;Thomson st2030;0,11;70;7,7;6
01/12/2023;Bretagne;SI;Mobile;Apple iPhone;0,11;60;6,6;2
01/10/2022;Idaho;RH;VoIP;Thomson st3030;0,1;35;3,5;10
01/04/2024;Wyoming;R&D;Fixe;Logicom Nova 350;0,12;65;7,8;9
01/09/2024;Centre-Val;de;VoIP;Thomson st2030;0,09;15;1,35;9
01/05/2021;Nouvelle-Écosse;R&D;Fixe;Logicom Nova 350;0,09;15;1,35;6
01/09/2023;Irlande;du;Mobile;Apple iPhone;0,1;25;2,5;6
01/06/2022;Nebraska;SI;Fixe;Alcatel Versatis;0,1;20;2;10
01/07/2023;Idaho;Direction;Mobile;Apple iPhone;0,09;75;6,75;6
01/11/2024;Bourgogne-Franche-Comté;R&D;Fixe;Alcatel Versatis;0,11;30;3,3;5
01/12/2023;Nouvelle-Écosse;Ventes;Mobile;Apple iPhone;0,09;10;0,9;6
01/04/2023;Oklahoma;Marketing;Mobile;Apple iPhone;0,09;10;0,9;5
01/11/2021;Colorado;Production;Fixe;Siemens Gigaset a400;0,1;35;3,5;3
01/08/2024;Mississippi;RH;VoIP;Thomson st3030;0,1;75;7,5;2
01/01/2023;Montana;R&D;VoIP;Thomson st3030;0,11;65;7,15;5
01/01/2021;Auvergne-Rhône-Alpes;Marketing;VoIP;Thomson st2030;0,11;5;0,55;5
01/04/2024;Wyoming;Achats;Fixe;Siemens Gigaset a400;0,1;60;6;9
01/11/2024;Irlande;du;Mobile;LG G4;0,1;70;7;8
01/02/2024;Florida;SI;Mobile;LG G4;0,11;10;1,1;5
01/07/2023;Hauts-De-France;R&D;VoIP;Thomson st3030;0,12;60;7,2;7
01/03/2022;South;Dakota;VoIP;Thomson st3030;0,12;45;5,4;8
01/03/2021;Arizona;R&D;Mobile;Apple iPhone;0,11;45;4,95;5
01/04/2023;Massachusetts;SI;Mobile;Apple iPhone;0,09;40;3,6;6
01/01/2024;Georgia;RH;Fixe;Siemens Gigaset a400;0,11;45;4,95;7
01/11/2021;Delaware;Ventes;Mobile;LG G4;0,1;55;5,5;2
01/02/2024;Kentucky;Direction;Fixe;Alcatel Versatis;0,11;25;2,75;9
01/02/2021;Irlande;du;VoIP;Thomson st3030;0,12;50;6;9
01/07/2022;Grand;Est;Fixe;Alcatel Versatis;0,09;20;1,8;8
01/12/2023;Virginia;RH;Mobile;Apple iPhone;0,1;60;6;6
01/09/2024;Yukon;Achats;Mobile;Apple iPhone;0,09;5;0,45;4
01/10/2024;Hauts-De-France;SI;Mobile;Samsung Galaxy;0,12;50;6;6
01/07/2024;Nebraska;Ventes;VoIP;Thomson st2030;0,12;60;7,2;3
01/03/2023;Maine;Ventes;Fixe;Siemens Gigaset a400;0,11;50;5,5;2
01/03/2022;Territoires;du;VoIP;Thomson st2030;0,09;65;5,85;5
01/01/2021;Iowa;SI;Mobile;Samsung Galaxy;0,11;15;1,65;6
01/03/2024;Grand;Est;Fixe;Logicom Nova 350;0,09;70;6,3;8
01/07/2023;Bretagne;Production;Fixe;Siemens Gigaset a400;0,12;75;9;5
01/04/2022;Nunavut;Achats;Mobile;Apple iPhone;0,1;25;2,5;2
01/12/2021;Kansas;Direction;Fixe;Siemens Gigaset a400;0,1;50;5;3
01/03/2024;North;Dakota;VoIP;Thomson st2030;0,1;75;7,5;4
01/05/2022;Nevada;Achats;Fixe;Alcatel Versatis;0,11;75;8,25;7
01/06/2023;Pays;de;Fixe;Alcatel Versatis;0,11;35;3,85;7
01/09/2023;Arkansas;Juridique;Fixe;Logicom Nova 350;0,12;40;4,8;4
01/05/2022;Saskatchewan;Finance;Mobile;Apple iPhone;0,1;70;7;4
01/11/2021;Saskatchewan;Achats;Mobile;Samsung Galaxy;0,11;5;0,55;10
01/08/2024;Hauts-De-France;Juridique;Fixe;Logicom Nova 350;0,09;35;3,15;10
01/09/2021;Irlande;du;Fixe;Logicom Nova 350;0,1;25;2,5;2
01/05/2024;Occitanie;R&D;Mobile;LG G4;0,23;75;8,3;9
01/05/2024;Colorado;Direction;Fixe;Logicom Nova 350;0,1;65;6,5;5
01/04/2021;Colombie-Britannique;Direction;Mobile;LG G4;0,1;60;6;6
01/10/2021;Île-du-Prince-Édouard;Juridique;Fixe;Siemens Gigaset a400;0,09;5;0,45;2
01/07/2021;Minnesota;Juridique;Mobile;LG G4;0,12;55;6,6;2
01/05/2024;New;Mexico;Mobile;LG G4;0,1;75;7,5;5
01/08/2024;Wyoming;Marketing;VoIP;Thomson st2030;0,09;25;2,25;7
01/03/2022;Montana;Ventes;Fixe;Logicom Nova 350;0,09;75;6,75;2
01/09/2024;Ohio;Finance;Mobile;LG G4;0,11;10;1,1;9
01/07/2024;Normandie;Juridique;Fixe;Logicom Nova 350;0,09;45;4,05;9
01/07/2024;Nunavut;R&D;Fixe;Siemens Gigaset a400;0,11;20;2,2;10
01/11/2021;Colorado;Production;Mobile;Apple iPhone;0,1;60;6;7
01/02/2021;Maryland;RH;VoIP;Thomson st2030;0,11;35;3,85;2
01/09/2024;Connecticut;RH;Mobile;Apple iPhone;0,12;65;7,8;5
01/09/2021;Saskatchewan;Juridique;Fixe;Siemens Gigaset a400;0,11;35;3,85;7
01/07/2021;Illinois;RH;Fixe;Siemens Gigaset a400;0,11;65;7,15;10
01/07/2024;Colorado;Direction;Fixe;Logicom Nova 350;0,12;45;5,4;10
01/12/2023;Arizona;Achats;Fixe;Siemens Gigaset a400;0,09;60;5,4;5
01/06/2023;Corse;Marketing;Fixe;Siemens Gigaset a400;0,09;45;4,05;3
01/12/2023;Irlande;du;Fixe;Logicom Nova 350;0,1;40;4;6
01/02/2024;Illinois;Juridique;Fixe;Logicom Nova 350;0,12;55;6,6;6
01/08/2024;Bourgogne-Franche-Comté;Achats;Fixe;Alcatel Versatis;0,11;10;1,1;8
01/11/2021;Washington;Juridique;Mobile;Apple iPhone;0,11;40;4,4;4
01/12/2023;Colombie-Britannique;Finance;Mobile;Apple iPhone;0,12;50;6;3
01/12/2024;Nouvelle-Écosse;RH;Fixe;Alcatel Versatis;0,09;20;1,8;7
01/06/2023;New;Jersey;Fixe;Logicom Nova 350;0,09;40;3,6;10
01/01/2024;Manitoba;RH;Fixe;Logicom Nova 350;0,09;70;6,3;6
01/08/2024;Auvergne-Rhône-Alpes;Finance;Fixe;Alcatel Versatis;0,1;40;4;3
01/04/2024;Florida;Achats;Fixe;Alcatel Versatis;0,11;55;6,05;9
01/08/2022;Bourgogne-Franche-Comté;Marketing;Mobile;Apple iPhone;0,1;70;7;7
01/08/2022;Auvergne-Rhône-Alpes;Direction;Fixe;Siemens Gigaset a400;0,12;70;8,4;4
01/01/2023;Pennsylvania;Ventes;VoIP;Cisco SPA 303;0,09;50;4,5;9
01/06/2024;South;Dakota;Mobile;Samsung Galaxy;0,09;65;5,85;3
01/08/2024;California;R&D;Fixe;Siemens Gigaset a400;0,11;10;1,1;8
01/05/2021;Hawaii;SI;VoIP;Thomson st3030;0,1;5;0,5;4
01/03/2021;Texas;Juridique;Mobile;Samsung Galaxy;0,12;75;9;7
01/04/2021;Georgia;Achats;VoIP;Thomson st2030;0,1;35;3,5;8
01/02/2022;Minnesota;Production;Fixe;Logicom Nova 350;0,09;20;1,8;10
01/10/2022;Hawaii;Finance;Mobile;Samsung Galaxy;0,1;10;1;3
01/11/2024;Nouvelle-Aquitaine;SI;Fixe;Logicom Nova 350;0,09;5;0,45;6
01/12/2021;Pennsylvania;Finance;VoIP;Thomson st2030;0,12;20;2,4;10
01/08/2021;Kentucky;Production;Mobile;LG G4;0,12;10;1,2;5
01/12/2023;Pays;de;VoIP;Thomson st2030;0,1;5;0,5;9
01/01/2023;Pays;de;Mobile;LG G4;0,09;60;5,4;9
01/10/2022;Oregon;Achats;Fixe;Logicom Nova 350;0,1;40;4;8
01/10/2022;Hawaii;Direction;Fixe;Siemens Gigaset a400;0,09;10;0,9;9
01/01/2024;North;Dakota;VoIP;Thomson st2030;0,12;25;3;4
01/11/2023;Mississippi;SI;Mobile;LG G4;0,1;45;4,5;6
01/10/2023;New;Jersey;Fixe;Siemens Gigaset a400;0,09;70;6,3;7
01/06/2024;Hauts-De-France;Juridique;VoIP;Cisco SPA 303;0,12;65;7,8;9
01/02/2022;Nebraska;Direction;Fixe;Alcatel Versatis;0,1;45;4,5;5
01/03/2021;Colombie-Britannique;R&D;VoIP;Thomson st3030;0,12;30;3,6;8
01/02/2024;Irlande;du;VoIP;Cisco SPA 303;0,11;45;4,95;9
01/07/2021;North;Carolina;Mobile;Samsung Galaxy;0,11;75;8,25;3
01/03/2024;Rhode;Island;Mobile;Samsung Galaxy;0,12;30;3,6;8
01/09/2023;Bretagne;Finance;VoIP;Thomson st2030;0,1;35;3,5;7
01/06/2022;Washington;Production;VoIP;Cisco SPA 303;0,11;45;4,95;10
01/07/2022;Ohio;Marketing;Mobile;LG G4;0,1;70;7;4
01/07/2021;Montana;Achats;Fixe;Logicom Nova 350;0,09;25;2,25;8
01/11/2023;Virginia;Marketing;Fixe;Siemens Gigaset a400;0,12;45;5,4;10
01/06/2021;Ohio;R&D;Mobile;LG G4;0,1;50;5;3
01/10/2024;Hauts-De-France;RH;VoIP;Cisco SPA 303;0,1;5;0,5;3
01/09/2023;Maine;Finance;VoIP;Cisco SPA 303;0,1;75;7,5;3
01/10/2021;Oklahoma;Juridique;Fixe;Logicom Nova 350;0,24;85;10,2;5
01/12/2024;Auvergne-Rhône-Alpes;SI;Fixe;Siemens Gigaset a400;0,12;35;4,2;2
01/05/2024;Tennessee;Direction;Mobile;LG G4;0,09;35;3,15;7
01/10/2023;Missouri;RH;Mobile;Apple iPhone;0,11;50;5,5;8
01/12/2024;Minnesota;Marketing;Fixe;Alcatel Versatis;0,1;5;0,5;7
01/09/2022;Terre-Neuve-et-Labrador;Finance;Fixe;Siemens Gigaset a400;0,1;10;1;9
01/01/2023;Saskatchewan;Ventes;Mobile;LG G4;0,11;65;7,15;10
01/03/2023;Arizona;Production;Fixe;Siemens Gigaset a400;0,11;45;4,95;7
01/09/2024;Ontario;Production;Mobile;Apple iPhone;0,11;35;3,85;2
01/07/2022;Wyoming;Achats;Mobile;LG G4;0,11;75;8,25;10
01/05/2022;Montana;Juridique;Fixe;Siemens Gigaset a400;0,11;10;1,1;9
01/05/2021;Bourgogne-Franche-Comté;Achats;Mobile;Apple iPhone;0,09;25;2,25;3
01/04/2021;Ohio;Marketing;VoIP;Thomson st3030;0,09;70;6,3;9
01/11/2022;Pays;de;Mobile;Apple iPhone;0,1;45;4,5;5
01/07/2021;Manitoba;Achats;VoIP;Thomson st2030;0,12;50;6;3
01/10/2023;Vermont;Achats;VoIP;Thomson st2030;0,1;70;7;4
01/09/2024;Auvergne-Rhône-Alpes;Finance;VoIP;Cisco SPA 303;0,09;15;1,35;2
01/11/2021;Indiana;Production;Mobile;Samsung Galaxy;0,09;5;0,45;4
01/05/2023;Arkansas;Marketing;Fixe;Logicom Nova 350;0,12;60;7,2;6
01/12/2021;Wyoming;Achats;Fixe;Logicom Nova 350;0,11;60;6,6;2
01/12/2024;Auvergne-Rhône-Alpes;Ventes;Mobile;Apple iPhone;0,11;20;2,2;6
01/02/2021;Pays;de;VoIP;Thomson st3030;0,09;20;1,8;10
01/01/2024;Yukon;RH;Mobile;Apple iPhone;0,1;5;0,5;8
01/05/2024;Illinois;Direction;Mobile;LG G4;0,1;55;5,5;4
01/03/2024;Michigan;Ventes;Fixe;Logicom Nova 350;0,09;45;4,05;8
01/11/2023;Rhode;Island;Fixe;Logicom Nova 350;0,11;75;8,25;2
01/01/2023;Nouvelle-Aquitaine;Ventes;Mobile;LG G4;0,09;40;3,6;2
01/03/2024;Rhode;Island;VoIP;Thomson st3030;0,11;15;1,65;4
01/02/2021;Michigan;R&D;VoIP;Thomson st2030;0,09;5;0,45;6
01/11/2024;Louisiana;Juridique;VoIP;Thomson st2030;0,09;5;0,45;10
01/12/2022;Grand;Est;Fixe;Logicom Nova 350;0,11;5;0,55;4
01/11/2024;Bourgogne-Franche-Comté;Production;Fixe;Logicom Nova 350;0,11;10;1,1;3
01/09/2021;Normandie;Achats;Fixe;Logicom Nova 350;0,11;15;1,65;10
01/11/2022;Auvergne-Rhône-Alpes;Marketing;Mobile;Samsung Galaxy;0,09;50;4,5;8
01/12/2021;Rhode;Island;VoIP;Cisco SPA 303;0,11;50;5,5;9
01/03/2024;Grand;Est;Fixe;Alcatel Versatis;0,1;55;5,5;7
01/02/2023;Michigan;Finance;Fixe;Siemens Gigaset a400;0,12;50;6;4
01/06/2023;Florida;RH;Mobile;Samsung Galaxy;0,09;25;2,25;4
01/10/2022;Maine;Ventes;Mobile;LG G4;0,1;65;6,5;7
01/08/2022;Georgia;Ventes;Fixe;Siemens Gigaset a400;0,23;65;7,3;14
01/08/2021;Idaho;Finance;VoIP;Cisco SPA 303;0,11;60;6,6;8
01/12/2023;Normandie;Production;Mobile;LG G4;0,12;75;9;7
01/04/2022;Vermont;Direction;Mobile;LG G4;0,11;30;3,3;3
01/11/2024;Ohio;Juridique;VoIP;Thomson st3030;0,12;10;1,2;2
01/11/2023;Maine;Juridique;VoIP;Thomson st3030;0,1;60;6;3
01/12/2021;Nouvelle-Écosse;Production;VoIP;Thomson st2030;0,1;40;4;3
01/01/2024;South;Carolina;Mobile;LG G4;0,12;25;3;5
01/05/2024;Kansas;Marketing;Fixe;Logicom Nova 350;0,09;10;0,9;10
01/01/2022;Maine;Ventes;Mobile;Samsung Galaxy;0,09;55;4,95;10
01/03/2021;Grand;Est;Fixe;Siemens Gigaset a400;0,12;40;4,8;8
01/08/2023;Grand;Est;Fixe;Alcatel Versatis;0,09;55;4,95;10
01/12/2023;Québec;R&D;Fixe;Alcatel Versatis;0,09;35;3,15;8
01/05/2021;Grand;Est;Fixe;Logicom Nova 350;0,11;60;6,6;4
01/08/2022;Rhode;Island;Mobile;Samsung Galaxy;0,11;40;4,4;6
01/05/2024;Bourgogne-Franche-Comté;RH;Mobile;Apple iPhone;0,11;45;4,95;4
01/06/2022;Québec;Marketing;Fixe;Siemens Gigaset a400;0,22;20;2,2;20
01/02/2023;Mississippi;Marketing;VoIP;Cisco SPA 303;0,12;35;4,2;4
01/12/2024;Kentucky;R&D;Fixe;Siemens Gigaset a400;0,12;60;7,2;6
01/08/2022;Nouvelle-Aquitaine;RH;VoIP;Cisco SPA 303;0,1;5;0,5;10
01/01/2022;Montana;Achats;Mobile;Apple iPhone;0,09;40;3,6;2
01/05/2023;Kentucky;RH;Fixe;Alcatel Versatis;0,09;25;2,25;5
01/07/2023;Oregon;SI;VoIP;Cisco SPA 303;0,11;30;3,3;9
01/05/2023;South;Carolina;VoIP;Cisco SPA 303;0,1;75;7,5;8
01/03/2024;Ohio;Production;VoIP;Thomson st3030;0,1;50;5;10
01/12/2023;South;Dakota;Mobile;Samsung Galaxy;0,12;65;7,8;4
01/08/2022;Auvergne-Rhône-Alpes;Marketing;Fixe;Siemens Gigaset a400;0,09;10;0,9;8
01/01/2021;Indiana;Finance;VoIP;Cisco SPA 303;0,1;25;2,5;9
01/02/2022;Alaska;Direction;VoIP;Thomson st2030;0,09;60;5,4;10
01/10/2021;Alabama;Finance;Mobile;LG G4;0,09;20;1,8;4
01/09/2021;Terre-Neuve-et-Labrador;RH;VoIP;Thomson st2030;0,09;25;2,25;6
01/09/2023;Nebraska;Ventes;VoIP;Thomson st3030;0,12;55;6,6;4
01/07/2024;New;York;Fixe;Siemens Gigaset a400;0,09;30;2,7;3
01/01/2023;Québec;Juridique;VoIP;Thomson st2030;0,09;25;2,25;3
01/07/2023;Occitanie;Achats;VoIP;Thomson st3030;0,1;50;5;10
01/08/2023;Territoires;du;VoIP;Thomson st3030;0,1;75;7,5;10
